,Artist,Name,ID,Playlist,Energy,Liveness,Tempo,Speechiness,Acousticness,Instrumentalness,Danceability,Key,Duration,Loudness,Valence,Mode
153,Kanye West,All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,vybes,0.734,0.139,91.03,0.484,0.149,0.0,0.657,8,223507,-4.832,0.434,0
154,Kanye West,Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,vybes,0.834,0.317,87.312,0.323,0.614,0.0,0.637,3,193733,-4.686,0.715,0
155,Twista,Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,vybes,0.733,0.284,145.115,0.171,0.314,0.0,0.559,2,316053,-5.659,0.611,0
156,Kanye West,Two Words,62wtttQzoIA9HnNmGVd9Yq,vybes,0.807,0.217,84.649,0.265,0.0158,6.43e-06,0.442,6,266213,-4.753,0.446,1
157,Kanye West,Family Business,5DBmXF7QO43Cuy9yqva116,vybes,0.524,0.392,93.691,0.21,0.139,0.0,0.744,1,278893,-7.452,0.606,1
158,The Weeknd,House Of Balloons / Glass Table Girls,4JQpghvT0ZH2WLRqzlPUC7,vybes,0.711,0.301,89.019,0.0377,0.0123,0.00943,0.65,0,405213,-5.417,0.319,1
159,The Weeknd,The Morning,1fWHv2gMrEGfBnBvio4yEp,vybes,0.549,0.104,120.073,0.039,0.317,0.0,0.652,6,312427,-7.555,0.186,0
160,The Weeknd,The Birds Pt. 1,131D82JKDf853plcJlXC3R,vybes,0.692,0.0813,127.937,0.0545,0.0245,0.0,0.571,0,214187,-6.656,0.22,0
161,XXXTENTACION,"I dont even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",14boA065HMHWvqyPPEeN4y,vybes,0.561,0.0737,90.021,0.0509,0.118,0.0,0.767,2,192229,-7.418,0.542,0
162,The Weeknd,Call Out My Name,1gm616Plq4ScqNi7TVkZ5N,vybes,0.598,0.35,134.045,0.036,0.218,0.0,0.489,1,228373,-4.929,0.172,1
163,The Weeknd,Wasted Times,72TyiiduRmczEbDIEtKQdR,vybes,0.674,0.111,122.699,0.0851,0.622,2.04e-05,0.562,10,220293,-6.049,0.293,0
164,The Weeknd,Try Me,4rv1ww0dUwFZcDVPqhcOcX,vybes,0.672,0.147,91.673,0.068,0.622,0.00108,0.466,8,221107,-5.777,0.108,0
165,The Weeknd,I Was Never There,5rgnyXr2PXFWsAnPFew077,vybes,0.735,0.169,113.923,0.0337,0.135,4.84e-05,0.324,10,241067,-4.054,0.169,1
166,The Weeknd,Hurt You,13wNEvWmBsWaWVtiLPRIW5,vybes,0.716,0.112,184.131,0.167,0.3,0.00214,0.484,5,230027,-7.193,0.365,0
167,The Weeknd,Professional,5ZicFGBDAi9J2YCVesboUp,vybes,0.619,0.0788,120.092,0.0615,0.162,0.000334,0.405,11,368720,-8.92,0.234,0
168,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,vybes,0.477,0.0844,101.097,0.0497,0.484,0.0,0.372,7,348853,-9.838,0.254,0
169,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,vybes,0.537,0.102,128.009,0.0804,0.556,0.00404,0.921,9,135090,-5.723,0.711,0
170,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,vybes,0.613,0.123,75.023,0.145,0.258,0.00372,0.74,8,166606,-4.88,0.473,1
171,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,vybes,0.416,0.131,159.91,0.0251,0.1,0.179,0.414,11,186268,-8.024,0.196,0
172,Childish Gambino,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,vybes,0.596,0.0805,165.728,0.13,0.162,0.00482,0.554,7,297404,-8.214,0.255,1
173,Childish Gambino,Sober,6olUplztLFFfU7fMYmFXOP,vybes,0.601,0.562,98.04,0.0304,0.0972,1.17e-05,0.699,0,252013,-6.48,0.434,1
174,A$AP Rocky,Everyday,2N3U8uTYhjX2KwGT0pf5x0,vybes,0.661,0.343,149.822,0.193,0.0101,0.0,0.394,4,260987,-8.684,0.335,1
175,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,vybes,0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,0,119133,-9.144,0.437,0
176,Mike Stud,Can't Say No,0JHudl1cOl7m52vVSvJGRr,vybes,0.569,0.11,142.959,0.0695,0.159,0.000765,0.767,1,205166,-7.827,0.801,1
177,The Weeknd,Pretty,0ei3uNcwJOiUocuks1vWcb,vybes,0.685,0.315,125.968,0.0394,0.0355,3.42e-05,0.58,11,375400,-6.829,0.331,0
178,The Weeknd,Love In The Sky,3WKYPmiPpJas9j5Aari5iK,vybes,0.736,0.6,115.032,0.0514,0.16,0.000156,0.644,9,267920,-6.862,0.347,0
179,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,vybes,0.709,0.376,84.504,0.0505,0.0963,0.0,0.631,2,176443,-4.666,0.2,1
180,Juice WRLD,Candles,1wa6QQsdSE3X2GbRljGpFk,vybes,0.574,0.174,157.0,0.0817,0.373,0.0,0.715,7,183703,-6.236,0.337,1
181,Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,vybes,0.579,0.0952,144.994,0.202,0.0381,0.0,0.742,0,258475,-5.024,0.502,1
182,Ty Dolla $ign,Don't Judge Me (feat. Future & Swae Lee),1PecUaxWSzBeZoNM5zY75u,vybes,0.909,0.337,149.988,0.074,0.00354,0.0,0.749,8,242880,-2.808,0.393,1
183,Ty Dolla $ign,All the Time,6YYvO0aaoOVVbsQxk3Zd7M,vybes,0.806,0.0595,135.664,0.106,0.0236,0.0,0.611,10,183347,-4.456,0.368,0
184,Ty Dolla $ign,Wavy,70mIuBKGTPrWMwWq9D4F56,vybes,0.491,0.109,105.008,0.117,0.0898,0.0,0.75,11,187671,-8.326,0.711,1
185,Ty Dolla $ign,Saved,33S3YiDYWrKyyltj1gTDVo,vybes,0.69,0.128,103.035,0.136,0.265,0.0,0.77,1,178507,-5.565,0.732,1
186,blackbear,do re mi,3Q3myFA7q4Op95DOpHplaY,vybes,0.593,0.123,111.002,0.0526,0.00522,5.25e-06,0.745,8,212027,-6.35,0.17,1
187,Rae Sremmurd,Touchscreen Navigation - From Swaecation,20NeQXq8WWCG89ul5nH4BP,vybes,0.523,0.104,87.999,0.102,0.518,1.05e-06,0.729,6,197652,-6.348,0.0791,0
188,Rae Sremmurd,Heat Of The Moment - From Swaecation,50FjIvCsiIPIfeFyXdh2hx,vybes,0.649,0.108,93.923,0.0435,0.0526,0.0,0.624,1,217021,-5.823,0.183,0
189,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,vybes,0.623,0.247,79.365,0.0718,0.0468,0.0,0.443,0,233000,-6.717,0.156,0
190,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,vybes,0.479,0.0703,89.911,0.0466,0.556,0.0,0.76,2,158040,-5.574,0.913,1
191,Tory Lanez,IF iT Ain'T rIGHt (feat. A Boogie wit da Hoodie),5JJqEJRYd8hBhR7z3IFVgx,vybes,0.773,0.44,155.942,0.226,0.145,0.0,0.655,9,160724,-4.411,0.663,0
192,6ix9ine,MAMA,1oJ8EDr2pv94IvSd6ZmDgo,vybes,0.672,0.14,160.077,0.212,0.0893,9.77e-06,0.761,1,192405,-5.887,0.437,1
193,6ix9ine,BEBE,4KkUjFkcQvGvWekl8RATDn,vybes,0.902,0.125,102.063,0.109,0.172,0.0,0.635,0,217822,-3.559,0.286,1
194,6ix9ine,MALA,0LQ1J0BCzA2qnAgp9MkkNE,vybes,0.825,0.103,100.006,0.0424,0.689,0.0,0.719,5,206550,-3.627,0.789,0
195,88rising,Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,vybes,0.678,0.167,89.968,0.0878,0.359,4.76e-06,0.409,9,280842,-7.731,0.168,1
196,Kanye West,Big Brother,19PtHjgLtiKGsrRoC1f9IF,vybes,0.76,0.0598,77.556,0.29,0.199,0.0,0.531,11,287573,-6.198,0.292,0
197,DJ Snake,Oh Me Oh My,56urRCfhQX5H3tfGt6q3uU,vybes,0.652,0.158,119.972,0.0603,0.0314,0.0,0.669,0,256320,-4.245,0.0395,1
198,DJ Snake,4 Life,2cs9NbGdcutSqoy0SEmyuY,vybes,0.581,0.119,129.947,0.0415,0.503,1.77e-05,0.551,6,213240,-5.853,0.241,0
199,DJ Khaled,Don't Quit (feat. Travis Scott & Jeremih),6LOCAhFzZiavHcLJucLuDy,vybes,0.827,0.432,100.011,0.0445,0.015,0.0,0.652,7,229147,-3.98,0.659,0
200,Omarion,Distance,69f1steoIMhN1skPkBR6rB,vybes,0.812,0.0757,103.878,0.215,0.184,0.0,0.774,7,183099,-5.446,0.743,1
201,French Montana,Figure it Out,0vgtBFdPTkZwQ2gmFu7Dra,vybes,0.824,0.181,84.015,0.118,0.121,0.0,0.652,0,240067,-4.798,0.322,1
202,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,vybes,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,5,205800,-5.017,0.151,0
203,Tyga,Down For A Min,3sVxCn0k9HxkrIIshO9sIf,vybes,0.762,0.261,76.018,0.0539,0.0699,0.0,0.678,10,252632,-5.001,0.392,0
204,A Boogie Wit da Hoodie,Jungle,5uZm7EFtP5aoTJvx5gv9Xf,vybes,0.52,0.214,180.274,0.737,0.308,0.0,0.538,7,174192,-11.063,0.551,0
205,A Boogie Wit da Hoodie,No Comparison,32aQ7oWlgpbEQyeZhvAmzC,vybes,0.517,0.132,117.973,0.0739,0.45,0.0,0.783,9,244210,-7.113,0.156,0
206,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1AH60dMaEfNjzDoUIFwIQi,vybes,0.478,0.107,172.076,0.107,0.035,0.0,0.611,0,258158,-5.839,0.138,1
207,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,vybes,0.55,0.107,76.503,0.17,0.0114,5.69e-06,0.81,2,214593,-7.46,0.183,0
208,A Boogie Wit da Hoodie,Love Drugs and Sex,1Gno5IBUHh6vUKp4nxu2Yd,vybes,0.553,0.115,119.973,0.112,0.55,0.0,0.762,5,157863,-7.207,0.773,0
209,A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,vybes,0.484,0.134,140.019,0.155,0.558,0.0,0.792,7,198054,-7.801,0.353,0
210,A Boogie Wit da Hoodie,Come Closer (feat. Queen Naija),3UhRsQVrELOATEiY7E9X2T,vybes,0.556,0.0981,140.056,0.0947,0.22,0.0,0.741,7,156512,-6.647,0.616,0
211,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,vybes,0.587,0.148,96.057,0.0413,0.407,0.0,0.791,3,179449,-5.075,0.536,0
212,Quality Control,Movin Up,7jTL6K5hqWDVUH4j2thZrp,vybes,0.373,0.175,108.996,0.103,0.202,7.19e-05,0.94,0,167298,-6.228,0.54,1
213,Huncho Jack,Saint,7foypmc7KZyU716Yv63BPe,vybes,0.647,0.0967,150.058,0.0545,0.00899,0.0,0.866,1,140793,-3.675,0.0801,1
214,Tyga,For The Road,5wvXH4rrRtEiNIQ8yMiGTz,vybes,0.745,0.118,149.832,0.0581,0.337,0.0,0.636,4,243373,-4.049,0.335,0
215,Chris Brown,Girl You Loud,6dRVOzSxLqRdqUjc9mctGg,vybes,0.551,0.13,129.506,0.0656,0.0864,0.0,0.722,8,213400,-8.842,0.556,0
216,Chris Brown,Nothin' Like Me (feat. Ty Dolla $ign),46Bm6sh2zZRXdBON5QIzIu,vybes,0.547,0.0709,98.99,0.121,0.0286,0.0,0.854,9,245013,-7.983,0.431,0
217,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,vybes,0.505,0.114,73.003,0.147,0.0317,0.000911,0.822,7,210200,-7.384,0.523,1
218,Rick Ross,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,vybes,0.58,0.0497,171.917,0.209,0.0125,0.0,0.57,10,270627,-5.547,0.405,0
219,Rick Ross,Stay Schemin,0nq6sfr8z1R5KJ4XUk396e,vybes,0.734,0.12,162.304,0.166,0.0621,0.0,0.541,7,267720,-4.232,0.321,0
220,Rick Ross,Sorry,1ZWK01d64kMojQy6b1atLM,vybes,0.641,0.0958,82.73,0.0938,0.139,0.0,0.616,8,330507,-7.275,0.68,0
221,Rick Ross,I Think She Like Me,5V1QsNSEDF7YmNBhSKhE75,vybes,0.7,0.118,85.814,0.264,0.0084,0.0,0.629,2,242373,-6.212,0.153,1
222,Travis Scott,through the late night,1Ci4wASMY4xtKVMeHA6Sd5,vybes,0.589,0.119,127.051,0.0359,0.36,0.0,0.744,5,286236,-1.218,0.242,0
223,6LACK,Never Know,4bJX21zvsGJELwVNf902qk,vybes,0.571,0.185,95.223,0.2,0.0947,3.32e-06,0.645,5,249680,-9.021,0.184,0
224,6LACK,Scripture,6kUZRNGYywoULRpI2QpI6t,vybes,0.592,0.0816,92.185,0.355,0.772,6.95e-06,0.542,4,200205,-11.056,0.146,0
225,Gesaffelstein,Lost in the Fire,7wFybC8jBH3zE139OpCtpG,vybes,0.675,0.117,101.004,0.0359,0.0863,0.00133,0.663,2,202093,-12.159,0.176,1
226,Boogie,Skydive II (feat. 6LACK),0UPFerZ0voLFW8uIogZhUg,vybes,0.484,0.103,124.102,0.144,0.581,1.4e-05,0.744,4,173160,-6.824,0.354,1
227,Juice WRLD,I'll Be Fine,0INehbMZOFPnaPBAjK97i3,vybes,0.678,0.142,159.909,0.0692,0.000616,0.0,0.523,8,244194,-6.071,0.277,1
228,Juice WRLD,Hurt Me,3XRQT7EoS4U87rUuJwg5P3,vybes,0.451,0.373,156.906,0.17,0.128,0.0,0.62,6,122285,-7.623,0.294,1
229,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,vybes,0.672,0.154,119.948,0.0347,0.0811,0.0,0.631,11,192859,-4.583,0.282,1
230,Juice WRLD,Long Gone,17Cs25j5Ui6X6W4Hk1kAyC,vybes,0.459,0.12,149.033,0.0941,0.208,7.17e-06,0.794,7,187007,-7.404,0.266,1
231,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,vybes,0.536,0.167,159.914,0.0776,0.038,2.31e-05,0.625,0,221787,-5.428,0.253,1
232,Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,vybes,0.571,0.0969,151.974,0.0665,0.198,0.0,0.599,2,206453,-4.998,0.285,1
233,Post Malone,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,vybes,0.824,0.132,138.039,0.0437,0.15,0.0,0.738,5,204360,-5.165,0.386,0
234,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,vybes,0.52,0.131,159.801,0.0712,0.124,7.01e-05,0.585,5,218147,-6.136,0.129,0
235,Post Malone,Over Now,09IOPhEh1OMe0HD9b36FJk,vybes,0.777,0.132,164.027,0.0834,0.139,0.0,0.569,4,246987,-4.041,0.181,0
236,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,vybes,0.56,0.111,140.06,0.105,0.546,0.0,0.75,8,221440,-8.094,0.459,1
237,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,vybes,0.624,0.0944,159.937,0.0798,0.0102,0.0,0.638,10,228720,-5.37,0.445,1
238,Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,vybes,0.562,0.0816,130.098,0.0352,0.233,0.0,0.675,7,256533,-7.678,0.309,1
239,Juice WRLD,Robbery,711MglQhnhOF3UAiAs9A59,vybes,0.683,0.268,159.996,0.054,0.278,0.0,0.669,2,240437,-5.17,0.579,1
240,Post Malone,Too Young,4SYUUlkScpNR1QvPscXf8t,vybes,0.635,0.0829,123.05,0.052,0.271,3.2e-05,0.602,4,237147,-6.526,0.225,0
241,Post Malone,Big Lie,02opp1cycqiFNDpLd2o1J3,vybes,0.684,0.0725,170.862,0.168,0.191,0.0,0.442,6,207680,-4.888,0.218,0
242,Post Malone,Deja Vu,0H8XeaJunhvpBdBFIYi6Sh,vybes,0.69,0.131,133.935,0.0493,0.0931,0.0,0.62,7,234213,-6.508,0.331,1
243,blackbear,i miss the old u,1nMYtxDrONcoGnKRvxTwPv,vybes,0.805,0.527,132.995,0.325,0.279,0.0,0.718,7,211128,-5.257,0.36,1
244,Juice WRLD,Hear Me Calling,5UYK9MervBCROg8AHNeEIy,vybes,0.701,0.103,177.943,0.186,0.417,9.9e-06,0.648,10,189977,-3.546,0.588,1
245,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),5YAP8zpqj1eIX88makBjDe,vybes,0.6,0.117,147.059,0.154,0.166,0.0,0.613,8,223543,-7.097,0.532,1
246,The Weeknd,Starboy,7lQqaqZu0vjxzpdATOIsDt,vybes,0.594,0.134,186.04,0.28,0.159,2.35e-06,0.68,7,230467,-7.021,0.475,1
247,Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,vybes,0.539,0.165,136.949,0.0421,0.199,1.66e-05,0.798,1,202547,-6.351,0.394,1
248,SAINt JHN,Trap (feat. Lil Baby),0mnVrUP1TAoO223C0N2NYI,vybes,0.742,0.156,116.997,0.0535,0.14,2.49e-06,0.881,0,184782,-3.736,0.432,1
249,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,vybes,0.561,0.133,77.557,0.0807,0.0758,0.0,0.745,0,248431,-4.869,0.449,1
250,Juice WRLD,Maze,4mUIe9gfsdtsVP2zFIl74x,vybes,0.726,0.115,160.067,0.141,0.126,1.56e-06,0.674,11,144090,-3.813,0.443,0
251,Juice WRLD,HeMotions,6phY2gnvf9WwCiXlLMQOY3,vybes,0.76,0.106,163.938,0.264,0.667,0.0,0.561,2,187211,-7.194,0.317,1
252,Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,vybes,0.608,0.105,84.98,0.0434,0.426,0.0,0.623,1,208518,-5.937,0.263,0
253,Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,vybes,0.662,0.108,150.046,0.0766,0.00966,0.0,0.709,8,218349,-4.55,0.439,1
254,Juice WRLD,Feeling,2Jh3UqxnHJMyzMzku4uOtE,vybes,0.515,0.205,160.0,0.0857,0.234,0.0,0.712,10,201920,-6.004,0.563,0
255,Juice WRLD,Ring Ring (with Rvssian feat. Clever),4zxpssj8DyrfZcEUSUiNxG,vybes,0.673,0.4,160.073,0.0549,0.0768,0.0,0.581,0,171817,-4.421,0.621,0
256,Juice WRLD,Desire,15LOSQ3z91ZB2wMiMhiCjZ,vybes,0.767,0.107,148.009,0.0481,0.106,0.0,0.597,1,189813,-4.713,0.205,0
257,Juice WRLD,Wont Let Go,4yoQbSPoj8H3O8M3EKvC74,vybes,0.791,0.233,150.061,0.0519,0.0563,0.0,0.617,7,200137,-4.292,0.653,1
258,Juice WRLD,Shes The One,3zM2prB16NRn1zggh1KCY0,vybes,0.804,0.297,155.984,0.225,0.308,0.0,0.621,6,188837,-5.502,0.396,0
259,Juice WRLD,Rider,3usM520kfIRpWNaYOwdnYI,vybes,0.815,0.413,140.031,0.0365,0.214,0.0,0.583,7,192094,-4.257,0.451,1
260,Juice WRLD,Who Shot Cupid?,06LFFPPS7MylCZXps3cO4m,vybes,0.932,0.097,125.993,0.0372,0.0558,0.0,0.758,3,214246,-2.809,0.592,1
261,ScHoolboy Q,Studio,29gsi1zZrZxdStACmTQB0Z,vybes,0.589,0.0585,133.922,0.0433,0.0507,0.0,0.709,8,278067,-7.776,0.58,0
262,ScHoolboy Q,Hell Of A Night,5DOR49R0fehoBmyNL8m4sN,vybes,0.836,0.138,123.946,0.153,0.377,0.0,0.652,2,272453,-7.179,0.162,0
263,ScHoolboy Q,TorcH,03S5vMBN07OOnPj1SCMsxV,vybes,0.912,0.128,139.505,0.448,0.0874,1.51e-05,0.468,1,334907,-6.909,0.438,0
264,ScHoolboy Q,JoHn Muir,7sr74Bz3GBTNMQe1m4F5Ut,vybes,0.921,0.225,160.088,0.227,0.08,1.46e-06,0.683,2,219027,-4.833,0.625,1
265,ScHoolboy Q,Tookie Knows II,3mViCAKDSnEoGijjbmcQYA,vybes,0.486,0.145,115.013,0.189,0.264,0.0,0.852,2,285347,-7.823,0.138,1
266,ScHoolboy Q,There He Go,58YBY8OiX56vQhcHUgul9m,vybes,0.754,0.107,144.115,0.318,0.451,0.0,0.835,1,200130,-7.182,0.83,1
267,Yelawolf,Daddy's Lambo,49rnuaQOpoTeKe0PA5nKdo,vybes,0.725,0.0946,131.997,0.145,0.0259,0.0,0.779,11,227573,-7.128,0.335,1
268,Boogie,Silent Ride,3UebVboi5nMHLgja4UrZaG,vybes,0.619,0.165,96.045,0.0633,0.333,0.0,0.676,6,170507,-6.89,0.309,1
269,NAV,Price On My Head (feat. The Weeknd),4RbbzNY4MEcgzewYWkIsGu,vybes,0.574,0.336,74.949,0.136,0.384,1.65e-05,0.768,6,217776,-6.104,0.278,0
270,Rich The Kid,Woah (feat. Miguel & Ty Dolla $ign),2lAUMDyWq80slJVsrYyD7N,vybes,0.689,0.131,95.129,0.106,0.101,0.0,0.691,4,172192,-5.255,0.231,0
271,blackbear,playboy shit (feat. lil aaron),3yeEIU7ExwLczEnpXPQlqG,vybes,0.741,0.111,154.933,0.18,0.0847,0.0,0.656,11,212129,-4.998,0.882,0
272,blackbear,e.z. (feat. Machine Gun Kelly),3zxIAOrkLc3QwhmtgQuQId,vybes,0.531,0.0905,129.946,0.128,0.0356,9.47e-06,0.793,9,252171,-8.498,0.339,0
273,blackbear,i hope your whole life sux,4uVslVnCNW0wkBxUmtqeVn,vybes,0.645,0.0686,133.942,0.199,0.27,0.0,0.699,1,179186,-5.862,0.696,0
274,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,vybes,0.789,0.189,150.007,0.044,0.00947,4.05e-06,0.487,8,270715,-3.69,0.0564,1
275,Lil Skies,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,vybes,0.646,0.338,79.993,0.17,0.157,0.0,0.745,6,203908,-6.987,0.46,0
276,Lil Skies,Nowadays Pt. 2 (feat. Landon Cube),0Goo25lbtpwor5vb0K2r21,vybes,0.829,0.0986,152.059,0.0298,0.0836,0.0,0.687,4,221153,-3.607,0.349,0
277,Tinashe,No Drama (feat. Offset),3doVAxeH3SgWtlRMqR4eLi,vybes,0.658,0.109,143.954,0.0526,0.196,0.00642,0.748,7,199627,-4.656,0.448,0
278,TWENTY88,On The Way,2TAf6ITyhwc9Z3MYb4tSYl,vybes,0.683,0.252,130.073,0.311,0.0887,0.0,0.649,1,203227,-7.098,0.33,0
279,Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,vybes,0.506,0.0866,145.965,0.0434,0.173,0.0,0.674,6,259333,-10.532,0.183,1
280,NAV,Go To Hell,6oHalJC4hM1cS4tt6fhzLH,vybes,0.634,0.224,171.997,0.294,0.442,0.0,0.783,10,127323,-5.279,0.359,0
281,NAV,Habits,3KkWGDCb6byHjNYjxBihGK,vybes,0.534,0.152,159.998,0.294,0.23,0.0,0.75,9,204364,-7.004,0.451,1
282,NAV,Know Me,3Pqw8MreEUo4Z8ktO5ilkD,vybes,0.575,0.105,142.047,0.163,0.0238,0.0,0.925,1,155493,-5.992,0.165,1
283,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,vybes,0.909,0.119,93.394,0.0705,0.0891,0.000109,0.586,8,210747,-6.474,0.757,1
284,24kGoldn,VALENTINO,0c7K73roy6RW4ebDkf4yGh,vybes,0.718,0.134,151.097,0.183,0.197,0.0,0.745,9,179133,-4.853,0.539,0
285,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,vybes,0.433,0.135,160.14,0.185,0.108,0.0,0.53,6,194613,-10.598,0.274,1
286,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,vybes,0.356,0.0963,97.001,0.196,0.222,0.0,0.765,11,198293,-5.556,0.19,0
287,Bryson Tiller,Let Em' Know,5QDGKcQLqOJvoiu8eScEaM,vybes,0.405,0.344,110.557,0.221,0.0339,0.0,0.49,4,261880,-11.44,0.176,1
288,Bryson Tiller,Rambo,5RqsqQU0erB0OgLbwem6pU,vybes,0.562,0.11,181.014,0.168,0.309,2.01e-06,0.635,10,223480,-8.92,0.288,0
289,50 Cent,P.I.M.P.,2D1hlMwWWXpkc3CZJ5U351,vybes,0.758,0.0401,78.693,0.342,0.0444,1.3e-05,0.7,10,249467,-3.012,0.889,0
290,50 Cent,21 Questions,41bIQPBE1lFN0mmw6Lmssz,vybes,0.807,0.0512,90.012,0.317,0.353,0.000363,0.576,6,224427,-3.908,0.908,0
291,Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,vybes,0.858,0.256,97.033,0.105,0.194,7.89e-06,0.805,0,321649,-3.067,0.523,1
292,50 Cent,Ayo Technology,36Hwcla06Q5BCr59CL0sBp,vybes,0.782,0.034,140.144,0.132,0.0828,0.0,0.63,8,247947,-5.44,0.418,0
293,50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",5Ze7YIFfDfSk8DV261zQVt,vybes,0.867,0.131,81.033,0.157,0.02,0.0,0.806,1,219400,-3.538,0.904,1
294,50 Cent,Window Shopper,1bevrs76fdGW3y03R5q6GB,vybes,0.672,0.388,174.148,0.195,0.0626,0.0,0.539,5,191813,-4.972,0.384,0
295,50 Cent,Disco Inferno,69bHJ9qs5FrUJbKP8xU8uZ,vybes,0.659,0.279,97.018,0.231,0.206,7.88e-05,0.925,3,214227,-4.763,0.71,1
296,Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,vybes,0.498,0.0757,81.967,0.0831,0.228,0.0,0.665,5,179613,-8.185,0.127,1
297,Kanye West,To The World,3blnw5Z6v5yiGueFGgS6uB,vybes,0.572,0.0962,141.983,0.263,0.198,0.0,0.537,4,230947,-8.168,0.452,1
298,Kid Cudi,Creepers,3uLOlmcqAXlUr4BcDKshu6,vybes,0.744,0.104,198.002,0.0912,0.0174,0.00169,0.591,2,194227,-7.995,0.0719,1
299,John Legend,Bliss,7gFB6TP8Wm9heLonpkzrbq,vybes,0.643,0.432,76.031,0.034,0.0145,0.0,0.421,0,210053,-8.152,0.485,0
300,Kid Cudi,By Design,5FxVTEpoBress37MmlMhbZ,vybes,0.85,0.111,100.005,0.0538,0.0559,0.000809,0.756,9,257053,-5.885,0.415,0
301,Rae Sremmurd,Rock N Roll Hall Of Fame - From SR3MM,54inhxqvwEzNHd8KdjXKBm,vybes,0.746,0.135,143.955,0.0346,0.152,0.0,0.741,7,266683,-4.34,0.538,0
302,Vic Mensa,Dark Things,7rY1py6YVjgxYPYTi5z460,vybes,0.577,0.166,161.905,0.135,0.00893,0.0,0.572,10,192467,-6.044,0.25,0
303,ScHoolboy Q,CHopstix (with Travis Scott),01DOm09B2AbiTARAbXVI6g,vybes,0.6,0.274,127.933,0.118,0.0391,0.0,0.958,9,181153,-6.996,0.607,0
304,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,2LNMhZ3YijTO7USmqjgJfG,vybes,0.448,0.109,120.055,0.0539,0.591,0.0,0.794,10,231333,-4.771,0.588,0
305,Big Sean,You Don't Know,40XYVhxWCrpvwfTo2hZoER,vybes,0.804,0.43,137.88,0.102,0.106,1.24e-06,0.602,7,222640,-5.202,0.312,1
